incidD,state,date,USPS,Gold_Standard
141,Illinois,7/4/2020,IL,0
141,Illinois,8/13/2022,IL,0
141,Mississippi,9/5/2020,MS,0
141,Mississippi,8/14/2021,MS,0
141,Oregon,2/12/2022,OR,0
141,Pennsylvania,8/15/2020,PA,0
141,Pennsylvania,9/26/2020,PA,0
141,Pennsylvania,10/10/2020,PA,0
141,Tennessee,10/17/2020,TN,0
141,Texas,9/17/2022,TX,0
141,Washington,12/11/2021,WA,0
141,West Virginia,1/30/2021,WV,0
140,Arkansas,9/25/2021,AR,0
140,Colorado,1/16/2021,CO,0
140,Connecticut,10/2/2021,CT,1
140,Illinois,8/8/2020,IL,0
140,Illinois,4/3/2021,IL,0
140,Maryland,6/20/2020,MD,0
140,Michigan,3/27/2021,MI,0
140,New Jersey,12/18/2021,NJ,0
140,Ohio,9/12/2020,OH,0
140,Pennsylvania,8/20/2022,PA,0
140,Pennsylvania,10/22/2022,PA,0
140,South Carolina,10/31/2020,SC,0
140,Tennessee,8/8/2020,TN,0
140,Virginia,4/9/2022,VA,0
139,Alabama,8/8/2020,AL,0
139,Illinois,4/10/2021,IL,0
139,Indiana,8/28/2021,IN,0
139,Missouri,1/29/2022,MO,0
139,Pennsylvania,6/5/2021,PA,0
139,Pennsylvania,9/17/2022,PA,0
138,Arkansas,10/17/2020,AR,0
138,Georgia,8/13/2022,GA,0
138,Kansas,3/19/2022,KS,0
138,Massachusetts,12/11/2021,MA,0
138,Oregon,12/11/2021,OR,0
138,South Carolina,7/11/2020,SC,0
138,Tennessee,9/5/2020,TN,0
138,Virginia,3/26/2022,VA,0
138,West Virginia,12/26/2020,WV,0
138,Wisconsin,11/20/2021,WI,0
137,Georgia,7/11/2020,GA,0
137,Georgia,5/8/2021,GA,0
137,Iowa,2/26/2022,IA,0
137,Michigan,3/20/2021,MI,0
137,Michigan,8/13/2022,MI,0
137,Nevada,10/16/2021,NV,0
137,North Carolina,4/17/2021,NC,0
137,North Carolina,4/24/2021,NC,0
137,North Carolina,7/16/2022,NC,0
137,Tennessee,11/27/2021,TN,0
137,Virginia,9/11/2021,VA,0
137,Washington,11/13/2021,WA,0
136,Idaho,10/16/2021,ID,0
136,Michigan,4/2/2022,MI,0
136,Michigan,7/30/2022,MI,0
136,Mississippi,3/6/2021,MS,0
136,North Carolina,10/10/2020,NC,0
136,Oklahoma,8/28/2021,OK,0
136,South Carolina,9/26/2020,SC,0
136,Tennessee,3/6/2021,TN,0
136,Wisconsin,11/13/2021,WI,0
135,Arizona,8/21/2021,AZ,0
135,Colorado,9/18/2021,CO,0
135,Delaware,7/31/2021,DE,1
135,Georgia,6/27/2020,GA,0
135,Idaho,12/12/2020,ID,0
135,Illinois,8/29/2020,IL,0
135,Indiana,3/13/2021,IN,0
135,Michigan,5/28/2022,MI,0
135,Michigan,6/18/2022,MI,0
135,Minnesota,10/9/2021,MN,0
135,Nevada,3/5/2022,NV,0
135,New Mexico,7/23/2022,NM,0
135,New York,11/14/2020,NY,0
135,North Carolina,7/18/2020,NC,0
135,North Carolina,3/19/2022,NC,0
135,Ohio,4/10/2021,OH,0
135,Virginia,8/1/2020,VA,0
134,California,6/12/2021,CA,0
134,Colorado,9/25/2021,CO,0
134,Iowa,2/27/2021,IA,0
134,Kansas,9/11/2021,KS,0
134,Louisiana,6/6/2020,LA,0
134,Minnesota,6/13/2020,MN,0
134,Missouri,11/6/2021,MO,0
134,West Virginia,12/12/2020,WV,0
134,Wisconsin,2/13/2021,WI,0
133,Alabama,8/15/2020,AL,0
133,Connecticut,11/28/2020,CT,0
133,Georgia,9/3/2022,GA,0
133,Illinois,8/21/2021,IL,0
133,Illinois,3/26/2022,IL,0
133,Louisiana,3/12/2022,LA,0
133,Missouri,10/16/2021,MO,0
133,Oregon,10/2/2021,OR,0
133,Rhode Island,2/27/2021,RI,0
133,Texas,9/10/2022,TX,0
133,West Virginia,1/29/2022,WV,0
132,Arkansas,1/8/2022,AR,0
132,Indiana,11/27/2021,IN,0
132,Kentucky,12/25/2021,KY,0
132,Maine,2/19/2022,ME,0
132,Maryland,11/21/2020,MD,0
132,Massachusetts,11/28/2020,MA,0
132,Michigan,6/11/2022,MI,0
132,Michigan,8/27/2022,MI,0
132,Minnesota,10/30/2021,MN,0
132,Missouri,3/13/2021,MO,0
132,New York,3/12/2022,NY,0
132,New York,6/25/2022,NY,0
132,Oklahoma,1/22/2022,OK,0
132,Puerto Rico,1/15/2022,PR,0
132,Tennessee,8/15/2020,TN,0
131,Arizona,8/7/2021,AZ,0
131,Connecticut,4/4/2020,CT,0
131,Connecticut,6/13/2020,CT,0
131,Florida,5/7/2022,FL,0
131,Indiana,6/13/2020,IN,0
131,Kentucky,4/9/2022,KY,0
131,Louisiana,9/5/2020,LA,0
131,Michigan,9/3/2022,MI,0
131,Mississippi,7/25/2020,MS,0
131,New Jersey,5/22/2021,NJ,0
131,North Carolina,3/20/2021,NC,0
131,Oregon,12/5/2020,OR,0
131,Pennsylvania,8/28/2021,PA,0
131,Virginia,8/6/2022,VA,0
130,Colorado,12/25/2021,CO,0
130,Georgia,4/4/2020,GA,0
130,Georgia,5/15/2021,GA,0
130,Georgia,4/23/2022,GA,0
130,Iowa,12/18/2021,IA,0
130,Minnesota,10/31/2020,MN,0
130,Minnesota,10/23/2021,MN,0
130,Minnesota,2/26/2022,MN,0
130,Missouri,12/25/2021,MO,0
130,New Jersey,10/16/2021,NJ,0
130,New York,9/10/2022,NY,0
130,North Carolina,6/27/2020,NC,0
130,Tennessee,11/13/2021,TN,0
130,Virginia,9/4/2021,VA,0
130,Washington,2/27/2021,WA,0
130,West Virginia,3/5/2022,WV,0
129,Arkansas,3/26/2022,AR,0
129,Kansas,1/8/2022,KS,0
129,Kentucky,12/12/2020,KY,0
129,Louisiana,3/6/2021,LA,0
129,Massachusetts,12/4/2021,MA,0
129,New Mexico,2/13/2021,NM,0
129,New York,7/16/2022,NY,0
129,Oregon,2/5/2022,OR,0
129,Tennessee,9/24/2022,TN,0
129,Washington,7/23/2022,WA,0
128,Florida,4/30/2022,FL,0
128,Georgia,4/30/2022,GA,0
128,Georgia,8/6/2022,GA,0
128,Indiana,10/10/2020,IN,0
128,Iowa,2/13/2021,IA,0
128,Mississippi,5/9/2020,MS,0
128,Nevada,8/22/2020,NV,0
128,New Jersey,9/18/2021,NJ,0
128,New Mexico,1/8/2022,NM,0
128,Pennsylvania,7/16/2022,PA,0
128,Pennsylvania,9/24/2022,PA,0
128,Virginia,9/10/2022,VA,0
128,Wisconsin,11/27/2021,WI,0
127,Arkansas,10/31/2020,AR,0
127,Colorado,9/4/2021,CO,0
127,Massachusetts,7/4/2020,MA,0
127,New Jersey,10/23/2021,NJ,0
127,New Mexico,2/26/2022,NM,0
127,Oregon,12/4/2021,OR,0
127,Rhode Island,1/9/2021,RI,0
127,South Carolina,3/27/2021,SC,0
127,Virginia,10/3/2020,VA,0
127,Wisconsin,2/20/2021,WI,0
126,Alabama,4/16/2022,AL,0
126,Kansas,4/16/2022,KS,0
126,Louisiana,3/20/2021,LA,0
126,Maryland,10/16/2021,MD,0
126,Michigan,8/28/2021,MI,0
126,Missouri,5/9/2020,MO,0
126,Missouri,5/28/2022,MO,0
126,New York,7/2/2022,NY,0
126,North Carolina,5/1/2021,NC,0
126,Oregon,2/26/2022,OR,0
126,Oregon,3/5/2022,OR,0
126,Wisconsin,11/6/2021,WI,0
125,Iowa,11/7/2020,IA,0
125,Kentucky,11/21/2020,KY,0
125,Kentucky,4/3/2021,KY,0
125,Louisiana,7/11/2020,LA,0
125,Mississippi,9/19/2020,MS,0
125,New Jersey,10/9/2021,NJ,0
125,New Jersey,10/30/2021,NJ,0
125,North Carolina,5/16/2020,NC,0
125,Virginia,4/18/2020,VA,0
125,Virginia,4/23/2022,VA,0
125,Virginia,7/2/2022,VA,0
125,Wisconsin,10/10/2020,WI,0
124,Georgia,7/2/2022,GA,0
124,Idaho,10/30/2021,ID,0
124,Illinois,7/18/2020,IL,0
124,Maryland,3/20/2021,MD,0
124,Michigan,3/28/2020,MI,0
124,Missouri,12/11/2021,MO,0
124,North Carolina,5/2/2020,NC,0
124,Oklahoma,8/27/2022,OK,0
124,Oregon,10/23/2021,OR,0
124,Pennsylvania,6/12/2021,PA,0
124,South Carolina,11/6/2021,SC,0
124,Tennessee,8/14/2021,TN,0
123,Arkansas,1/29/2022,AR,0
123,Idaho,2/19/2022,ID,1
123,Michigan,10/17/2020,MI,0
123,Minnesota,1/30/2021,MN,0
123,Minnesota,10/16/2021,MN,0
123,Missouri,11/13/2021,MO,0
123,Nevada,3/12/2022,NV,0
123,New Jersey,11/14/2020,NJ,0
123,New Mexico,2/12/2022,NM,0
123,North Carolina,5/8/2021,NC,0
123,Ohio,9/26/2020,OH,0
123,Ohio,8/14/2021,OH,0
123,Oregon,12/12/2020,OR,0
123,Tennessee,7/25/2020,TN,0
123,Virginia,7/4/2020,VA,0
123,Virginia,8/29/2020,VA,0
123,West Virginia,12/11/2021,WV,0
123,Wisconsin,6/5/2021,WI,0
122,Alabama,10/17/2020,AL,0
122,Arkansas,1/1/2022,AR,0
122,Georgia,7/16/2022,GA,0
122,Minnesota,4/25/2020,MN,0
122,Mississippi,7/11/2020,MS,0
122,Mississippi,11/28/2020,MS,0
122,Missouri,9/5/2020,MO,0
122,Nebraska,11/21/2020,NE,0
122,Ohio,5/1/2021,OH,0
122,Oregon,1/15/2022,OR,0
122,Pennsylvania,7/18/2020,PA,0
122,Virginia,8/28/2021,VA,0
121,Arizona,5/23/2020,AZ,0
121,New Mexico,2/6/2021,NM,0
121,New York,4/30/2022,NY,0
121,North Carolina,5/9/2020,NC,0
121,Ohio,10/3/2020,OH,0
121,Pennsylvania,10/17/2020,PA,0
121,Texas,10/1/2022,TX,0
120,Arkansas,10/8/2022,AR,0
120,Illinois,6/18/2022,IL,0
120,Indiana,6/20/2020,IN,0
120,Missouri,4/25/2020,MO,0
120,Nevada,8/15/2020,NV,0
120,Nevada,8/21/2021,NV,0
120,Pennsylvania,9/3/2022,PA,0
119,Arkansas,10/3/2020,AR,0
119,Idaho,12/5/2020,ID,0
119,Iowa,12/25/2021,IA,0
119,Iowa,2/19/2022,IA,0
119,Maryland,2/26/2022,MD,0
119,Montana,10/23/2021,MT,0
119,Nevada,12/11/2021,NV,0
119,Ohio,3/12/2022,OH,0
119,Pennsylvania,10/15/2022,PA,0
119,Texas,7/9/2022,TX,0
119,Washington,4/18/2020,WA,0
119,Washington,11/28/2020,WA,0
119,Washington,12/18/2021,WA,0
119,West Virginia,1/2/2021,WV,0
118,Arkansas,12/11/2021,AR,0
118,Missouri,4/17/2021,MO,0
118,Nevada,9/11/2021,NV,0
118,Nevada,10/9/2021,NV,0
118,New Jersey,5/29/2021,NJ,0
118,New Jersey,3/5/2022,NJ,0
118,New Mexico,2/5/2022,NM,0
118,North Carolina,4/25/2020,NC,0
118,Ohio,3/20/2021,OH,0
118,Pennsylvania,7/30/2022,PA,0
118,South Carolina,10/3/2020,SC,0
117,Georgia,8/7/2021,GA,0
117,Iowa,10/30/2021,IA,0
117,Mississippi,7/18/2020,MS,0
117,Mississippi,9/12/2020,MS,0
117,Mississippi,11/21/2020,MS,0
117,Nevada,8/8/2020,NV,0
117,Nevada,1/15/2022,NV,0
117,New Jersey,12/4/2021,NJ,0
117,New Mexico,2/19/2022,NM,0
117,New York,8/14/2021,NY,0
117,North Carolina,3/26/2022,NC,0
117,Oklahoma,1/15/2022,OK,0
117,Oklahoma,4/2/2022,OK,0
117,Oregon,2/13/2021,OR,0
117,Texas,7/16/2022,TX,0
117,Virginia,6/27/2020,VA,0
117,Virginia,4/2/2022,VA,0
117,Washington,8/21/2021,WA,0
117,Washington,8/6/2022,WA,0
116,Arkansas,1/15/2022,AR,0
116,Idaho,9/25/2021,ID,0
116,Indiana,3/19/2022,IN,0
116,Iowa,1/22/2022,IA,0
116,Kansas,9/25/2021,KS,0
116,Kentucky,4/30/2022,KY,0
116,Louisiana,3/28/2020,LA,0
116,New Jersey,12/11/2021,NJ,0
116,New York,5/7/2022,NY,0
116,Ohio,4/4/2020,OH,0
116,Ohio,5/8/2021,OH,0
116,Virginia,11/28/2020,VA,0
116,Virginia,12/4/2021,VA,0
116,Wisconsin,4/2/2022,WI,0
115,Alabama,8/29/2020,AL,0
115,Alabama,11/7/2020,AL,0
115,Alabama,11/28/2020,AL,0
115,Arkansas,10/24/2020,AR,0
115,Georgia,9/10/2022,GA,0
115,Georgia,10/1/2022,GA,0
115,Massachusetts,11/21/2020,MA,0
115,Mississippi,2/27/2021,MS,0
115,Pennsylvania,9/10/2022,PA,0
115,Pennsylvania,10/1/2022,PA,0
115,Rhode Island,12/26/2020,RI,0
115,West Virginia,11/20/2021,WV,0
114,Alabama,8/22/2020,AL,0
114,Maryland,9/18/2021,MD,0
114,Missouri,5/2/2020,MO,0
114,Missouri,10/23/2021,MO,0
114,New Mexico,1/22/2022,NM,0
114,North Carolina,5/29/2021,NC,0
114,Pennsylvania,9/19/2020,PA,0
114,South Carolina,11/20/2021,SC,0
114,Virginia,8/20/2022,VA,0
113,Arkansas,11/6/2021,AR,0
113,Arkansas,12/25/2021,AR,0
113,Colorado,5/16/2020,CO,0
113,Kansas,11/13/2021,KS,0
113,Massachusetts,3/13/2021,MA,0
113,Missouri,11/7/2020,MO,0
113,New York,7/18/2020,NY,0
113,New York,6/12/2021,NY,0
113,Ohio,6/13/2020,OH,0
113,Ohio,9/19/2020,OH,0
113,Oregon,9/25/2021,OR,0
113,Pennsylvania,8/13/2022,PA,0
113,South Carolina,3/26/2022,SC,0
113,Virginia,7/11/2020,VA,0
113,Virginia,8/27/2022,VA,0
113,Washington,4/25/2020,WA,0
112,Alabama,9/3/2022,AL,0
112,Illinois,8/1/2020,IL,0
112,Michigan,3/13/2021,MI,0
112,Minnesota,3/5/2022,MN,0
112,New York,3/26/2022,NY,0
112,North Carolina,4/10/2021,NC,0
112,North Carolina,12/25/2021,NC,0
112,Ohio,7/11/2020,OH,0
112,Oregon,4/2/2022,OR,0
112,Pennsylvania,4/23/2022,PA,0
112,Tennessee,3/27/2021,TN,0
112,Virginia,5/15/2021,VA,0
112,Virginia,10/8/2022,VA,0
111,Arkansas,9/5/2020,AR,0
111,Minnesota,10/24/2020,MN,0
111,Missouri,7/31/2021,MO,0
111,Nevada,11/20/2021,NV,0
111,New Jersey,9/11/2021,NJ,0
111,Ohio,7/18/2020,OH,0
111,Oregon,1/9/2021,OR,0
111,Oregon,7/23/2022,OR,0
111,Virginia,9/5/2020,VA,0
111,Virginia,4/24/2021,VA,0
111,West Virginia,12/5/2020,WV,0
110,Maryland,5/8/2021,MD,0
110,Mississippi,1/29/2022,MS,0
110,New Mexico,1/1/2022,NM,0
110,Pennsylvania,10/8/2022,PA,0
110,South Carolina,10/10/2020,SC,0
110,South Carolina,1/8/2022,SC,0
110,Tennessee,10/1/2022,TN,0
110,Virginia,8/8/2020,VA,0
109,Arizona,10/31/2020,AZ,0
109,Georgia,10/22/2022,GA,0
109,Idaho,11/6/2021,ID,0
109,Louisiana,3/19/2022,LA,0
109,Maryland,4/24/2021,MD,0
109,Nebraska,12/19/2020,NE,0
109,Nevada,1/22/2022,NV,0
109,New York,7/25/2020,NY,0
109,Ohio,3/19/2022,OH,0
109,Oregon,8/6/2022,OR,0
109,Pennsylvania,7/2/2022,PA,0
109,Virginia,4/3/2021,VA,0
109,Washington,12/25/2021,WA,0
109,West Virginia,1/23/2021,WV,0
108,Arkansas,11/28/2020,AR,0
108,Georgia,7/30/2022,GA,0
108,Idaho,12/19/2020,ID,0
108,Kansas,8/21/2021,KS,0
108,Maryland,6/27/2020,MD,0
108,Maryland,10/9/2021,MD,0
108,Michigan,8/21/2021,MI,0
108,Mississippi,11/14/2020,MS,0
108,Montana,12/4/2021,MT,0
108,Nevada,10/30/2021,NV,0
108,New York,4/23/2022,NY,0
108,North Carolina,4/3/2021,NC,0
108,North Dakota,11/21/2020,ND,0
108,Oklahoma,11/21/2020,OK,0
108,Pennsylvania,4/4/2020,PA,0
108,Pennsylvania,8/21/2021,PA,0
108,Tennessee,5/21/2022,TN,0
108,Tennessee,5/28/2022,TN,0
108,Tennessee,8/27/2022,TN,0
108,Texas,4/4/2020,TX,0
108,Virginia,4/17/2021,VA,0
108,Wisconsin,10/2/2021,WI,0
107,Alabama,10/10/2020,AL,0
107,Alabama,3/20/2021,AL,0
107,Florida,3/5/2022,FL,0
107,Illinois,7/25/2020,IL,0
107,Massachusetts,3/27/2021,MA,0
107,Michigan,8/6/2022,MI,0
107,Mississippi,5/30/2020,MS,0
107,Nevada,11/28/2020,NV,0
107,North Carolina,6/12/2021,NC,0
107,Ohio,4/17/2021,OH,0
107,Pennsylvania,6/4/2022,PA,0
107,South Carolina,3/20/2021,SC,0
107,South Dakota,12/19/2020,SD,0
107,Tennessee,8/13/2022,TN,0
107,Texas,10/8/2022,TX,0
107,Virginia,5/8/2021,VA,0
106,Arizona,4/24/2021,AZ,0
106,Colorado,5/2/2020,CO,0
106,Georgia,7/23/2022,GA,0
106,Mississippi,5/23/2020,MS,0
106,Mississippi,10/16/2021,MS,0
106,Missouri,11/20/2021,MO,0
106,New Jersey,11/6/2021,NJ,0
106,Ohio,5/15/2021,OH,0
106,Ohio,5/22/2021,OH,0
106,Oregon,1/8/2022,OR,0
106,Pennsylvania,8/22/2020,PA,0
105,Connecticut,2/26/2022,CT,0
105,Florida,8/20/2022,FL,0
105,Georgia,5/14/2022,GA,0
105,Iowa,10/24/2020,IA,0
105,Iowa,12/11/2021,IA,0
105,Missouri,10/3/2020,MO,0
105,Nevada,8/29/2020,NV,0
105,New Mexico,12/18/2021,NM,0
105,Pennsylvania,7/25/2020,PA,0
105,West Virginia,3/12/2022,WV,0
105,Wisconsin,10/9/2021,WI,0
104,Florida,5/14/2022,FL,0
104,Illinois,8/27/2022,IL,0
104,Indiana,10/3/2020,IN,0
104,Iowa,4/3/2021,IA,0
104,Iowa,11/6/2021,IA,0
104,Kentucky,4/24/2021,KY,0
104,Louisiana,7/18/2020,LA,0
104,Maine,2/26/2022,ME,0
104,Maryland,4/10/2021,MD,0
104,Maryland,9/25/2021,MD,0
104,Michigan,9/12/2020,MI,0
104,Michigan,8/20/2022,MI,0
104,Minnesota,10/2/2021,MN,0
104,Nebraska,1/2/2021,NE,0
104,New Mexico,11/14/2020,NM,0
104,North Dakota,11/7/2020,ND,0
104,Pennsylvania,4/2/2022,PA,0
104,Rhode Island,5/9/2020,RI,0
104,West Virginia,2/5/2022,WV,0
103,Alabama,4/3/2021,AL,0
103,Alabama,4/2/2022,AL,0
103,Arizona,9/12/2020,AZ,0
103,Arkansas,9/26/2020,AR,0
103,Arkansas,12/18/2021,AR,0
103,Connecticut,2/12/2022,CT,0
103,Connecticut,3/12/2022,CT,0
103,Minnesota,2/6/2021,MN,0
103,Nevada,11/21/2020,NV,0
103,North Carolina,6/6/2020,NC,0
103,Oklahoma,4/3/2021,OK,0
103,Oregon,8/28/2021,OR,0
103,South Carolina,12/11/2021,SC,0
103,Tennessee,8/1/2020,TN,0
102,Alabama,7/11/2020,AL,0
102,Arkansas,10/9/2021,AR,0
102,California,3/28/2020,CA,0
102,Colorado,9/11/2021,CO,0
102,Illinois,11/27/2021,IL,0
102,Iowa,11/20/2021,IA,0
102,Kentucky,11/28/2020,KY,0
102,Massachusetts,7/11/2020,MA,0
102,Mississippi,9/26/2020,MS,0
102,New Mexico,5/28/2022,NM,0
102,Ohio,3/27/2021,OH,0
102,Oregon,3/19/2022,OR,0
102,Puerto Rico,12/5/2020,PR,0
102,Puerto Rico,2/5/2022,PR,0
102,Virginia,7/9/2022,VA,0
102,Virginia,9/3/2022,VA,0
102,Washington,11/21/2020,WA,0
102,Washington,3/26/2022,WA,0
101,Alabama,5/9/2020,AL,0
101,Arizona,5/30/2020,AZ,0
101,Arkansas,10/1/2022,AR,0
101,Idaho,11/20/2021,ID,0
101,Illinois,6/11/2022,IL,0
101,Kansas,12/4/2021,KS,0
101,Maryland,4/17/2021,MD,0
101,Nevada,10/23/2021,NV,0
101,Oregon,2/19/2022,OR,0
101,Pennsylvania,4/9/2022,PA,0
101,South Carolina,5/2/2020,SC,0
101,Tennessee,7/18/2020,TN,0
100,Alabama,10/31/2020,AL,0
100,Colorado,2/12/2022,CO,0
100,Illinois,8/14/2021,IL,0
100,Illinois,6/25/2022,IL,0
100,Iowa,5/23/2020,IA,0
100,Iowa,2/20/2021,IA,0
100,Iowa,10/23/2021,IA,0
100,Maryland,3/13/2021,MD,0
100,Mississippi,10/3/2020,MS,0
100,Nevada,8/1/2020,NV,0
100,New Jersey,9/4/2021,NJ,0
100,North Carolina,7/11/2020,NC,0
100,North Carolina,8/7/2021,NC,0
100,Pennsylvania,8/29/2020,PA,0
100,South Carolina,7/4/2020,SC,0
100,Washington,8/13/2022,WA,0
100,West Virginia,2/6/2021,WV,0
99,Arizona,4/30/2022,AZ,0
99,Idaho,11/13/2021,ID,0
99,Illinois,6/19/2021,IL,0
99,Indiana,8/21/2021,IN,0
99,Kansas,1/23/2021,KS,0
99,Louisiana,6/20/2020,LA,0
99,Louisiana,3/27/2021,LA,0
99,Louisiana,7/31/2021,LA,0
99,Massachusetts,9/25/2021,MA,0
99,Missouri,4/2/2022,MO,0
99,Montana,10/30/2021,MT,0
99,New York,10/31/2020,NY,0
99,New York,7/9/2022,NY,0
99,North Carolina,5/22/2021,NC,0
99,Ohio,4/3/2021,OH,0
99,Pennsylvania,10/3/2020,PA,0
98,Alabama,11/20/2021,AL,0
98,Arkansas,10/30/2021,AR,0
98,Connecticut,2/27/2021,CT,0
98,Kentucky,8/21/2021,KY,0
98,Louisiana,11/14/2020,LA,0
98,Maryland,11/6/2021,MD,0
98,Massachusetts,11/20/2021,MA,0
98,Mississippi,11/7/2020,MS,0
98,Mississippi,1/15/2022,MS,0
98,Montana,4/30/2022,MT,1
98,Nevada,12/4/2021,NV,0
98,North Carolina,4/18/2020,NC,0
98,North Dakota,11/14/2020,ND,0
98,South Dakota,11/7/2020,SD,0
98,South Dakota,11/14/2020,SD,0
98,Tennessee,7/11/2020,TN,0
98,Wisconsin,10/23/2021,WI,0
97,Arkansas,8/29/2020,AR,0
97,Colorado,5/9/2020,CO,0
97,Connecticut,2/19/2022,CT,0
97,Iowa,10/16/2021,IA,0
97,Iowa,11/13/2021,IA,0
97,Kansas,10/24/2020,KS,0
97,Kansas,11/28/2020,KS,0
97,Kansas,9/18/2021,KS,0
97,Kentucky,11/14/2020,KY,0
97,Kentucky,4/23/2022,KY,0
97,Maryland,5/1/2021,MD,0
97,Michigan,6/26/2021,MI,0
97,Minnesota,5/1/2021,MN,0
97,Mississippi,6/27/2020,MS,0
97,New Mexico,12/4/2021,NM,0
97,New York,9/26/2020,NY,0
97,New York,10/29/2022,NY,0
97,Ohio,8/13/2022,OH,0
97,Pennsylvania,7/23/2022,PA,0
97,Pennsylvania,8/6/2022,PA,0
97,Rhode Island,12/19/2020,RI,0
97,Texas,4/16/2022,TX,0
97,Washington,8/1/2020,WA,0
97,Washington,11/27/2021,WA,0
96,Illinois,8/15/2020,IL,0
96,Indiana,8/22/2020,IN,0
96,Massachusetts,11/14/2020,MA,0
96,Massachusetts,10/2/2021,MA,0
96,Michigan,6/13/2020,MI,0
96,Michigan,10/10/2020,MI,0
96,Mississippi,1/22/2022,MS,0
96,North Carolina,6/13/2020,NC,0
96,Ohio,8/27/2022,OH,0
96,South Dakota,12/26/2020,SD,0
96,Texas,7/2/2022,TX,0
96,West Virginia,1/15/2022,WV,0
95,Alabama,9/5/2020,AL,0
95,Arizona,4/10/2021,AZ,0
95,Georgia,7/9/2022,GA,0
95,Indiana,8/15/2020,IN,0
95,Iowa,5/16/2020,IA,0
95,Massachusetts,5/28/2022,MA,0
95,Missouri,5/16/2020,MO,0
95,Nevada,7/31/2021,NV,0
95,New Jersey,8/28/2021,NJ,0
95,New Jersey,3/12/2022,NJ,0
95,New Mexico,3/6/2021,NM,0
95,New Mexico,3/19/2022,NM,0
95,North Carolina,8/14/2021,NC,0
95,South Carolina,11/14/2020,SC,0
95,Texas,6/25/2022,TX,0
95,Texas,10/15/2022,TX,0
95,Texas,10/22/2022,TX,0
95,Washington,8/20/2022,WA,0
94,Alabama,5/16/2020,AL,0
94,Arkansas,7/31/2021,AR,0
94,Idaho,1/2/2021,ID,0
94,Kansas,5/28/2022,KS,0
94,Louisiana,10/3/2020,LA,0
94,Maryland,10/2/2021,MD,0
94,Maryland,10/23/2021,MD,0
94,Maryland,10/30/2021,MD,0
94,Michigan,7/11/2020,MI,0
94,Missouri,8/27/2022,MO,0
94,Nevada,11/13/2021,NV,0
94,New Mexico,2/20/2021,NM,0
94,New Mexico,11/20/2021,NM,0
94,North Carolina,5/23/2020,NC,0
94,Ohio,8/20/2022,OH,0
94,Pennsylvania,8/8/2020,PA,0
94,Pennsylvania,6/19/2021,PA,0
94,Puerto Rico,1/2/2021,PR,0
94,Rhode Island,2/20/2021,RI,0
94,South Carolina,4/24/2021,SC,0
94,South Carolina,4/2/2022,SC,0
94,Virginia,5/1/2021,VA,0
94,Wisconsin,5/1/2021,WI,0
94,Wisconsin,9/11/2021,WI,0
93,Arizona,4/25/2020,AZ,0
93,Idaho,9/11/2021,ID,0
93,Kansas,2/27/2021,KS,0
93,Kentucky,5/21/2022,KY,0
93,Louisiana,7/4/2020,LA,0
93,Massachusetts,9/18/2021,MA,0
93,Massachusetts,10/9/2021,MA,0
93,Minnesota,9/25/2021,MN,0
93,Mississippi,2/20/2021,MS,0
93,Nevada,8/7/2021,NV,0
93,New Hampshire,1/9/2021,NH,0
93,New Mexico,7/16/2022,NM,0
93,New York,9/5/2020,NY,0
93,Oklahoma,11/28/2020,OK,0
93,Oklahoma,11/20/2021,OK,0
93,Tennessee,7/23/2022,TN,0
93,Tennessee,8/20/2022,TN,0
93,Tennessee,9/17/2022,TN,0
93,Washington,3/28/2020,WA,0
93,West Virginia,11/6/2021,WV,0
93,West Virginia,1/22/2022,WV,0
92,Arizona,4/18/2020,AZ,0
92,Illinois,7/2/2022,IL,0
92,Indiana,3/27/2021,IN,0
92,Kentucky,10/24/2020,KY,0
92,Kentucky,4/10/2021,KY,0
92,Louisiana,5/23/2020,LA,0
92,Michigan,9/5/2020,MI,0
92,Missouri,9/19/2020,MO,0
92,North Carolina,6/20/2020,NC,0
92,North Dakota,12/5/2020,ND,0
92,Ohio,6/20/2020,OH,0
92,Ohio,7/4/2020,OH,0
92,Ohio,5/29/2021,OH,0
92,Oklahoma,10/31/2020,OK,0
92,Oklahoma,11/7/2020,OK,0
92,Pennsylvania,8/1/2020,PA,0
92,Rhode Island,4/2/2022,RI,1
92,Virginia,4/30/2022,VA,0
92,Washington,8/8/2020,WA,0
92,West Virginia,11/13/2021,WV,0
91,Connecticut,11/21/2020,CT,0
91,Georgia,10/8/2022,GA,0
91,Indiana,9/26/2020,IN,0
91,Iowa,12/4/2021,IA,0
91,Kentucky,4/17/2021,KY,0
91,Louisiana,10/31/2020,LA,0
91,Massachusetts,3/20/2021,MA,0
91,Minnesota,6/20/2020,MN,0
91,Minnesota,9/18/2021,MN,0
91,Minnesota,3/12/2022,MN,0
91,Mississippi,3/13/2021,MS,0
91,Puerto Rico,11/21/2020,PR,0
91,South Carolina,4/3/2021,SC,0
91,South Carolina,11/27/2021,SC,0
91,Tennessee,9/3/2022,TN,0
91,Virginia,11/14/2020,VA,0
91,Virginia,8/13/2022,VA,0
91,West Virginia,11/27/2021,WV,0
91,Wisconsin,9/25/2021,WI,0
90,Alaska,11/13/2021,AK,0
90,Illinois,4/2/2022,IL,0
90,Illinois,9/17/2022,IL,0
90,Maryland,3/5/2022,MD,0
